isbn_searched,publisher,synopsis,language,image,image_original,title_long,dimensions,pages,date_published,subjects,authors,title,isbn13,msrp,binding,isbn,isbn10,other_isbns,dimensions_structured.length.unit,dimensions_structured.length.value,dimensions_structured.width.unit,dimensions_structured.width.value,dimensions_structured.weight.unit,dimensions_structured.weight.value,dimensions_structured.height.unit,dimensions_structured.height.value,edition,dewey_decimal,related.ePub
9787521735024,CITIC Press Corporation,,en,https://images.isbndb.com/covers/2696103484866.jpg,https://images.isbndb.com/covers/original/2696103484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzMzksImlhdCI6MTc0NDc5MjEzOX0.p_ODmQ85yKNr192KWTwitW7rYODgyjf-R2im4cVajIs,日落大道(对话比利·怀尔德)(精),,,2022-03-01,,['(美)卡梅伦·克罗'],日落大道(对话比利·怀尔德)(精),9787521735024,0.00,Hardcover,7521735021,7521735021,,,,,,,,,,,,
9787521736779,CITIC Press Corporation,,zh,https://images.isbndb.com/covers/2713653484866.jpg,https://images.isbndb.com/covers/original/2713653484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDEsImlhdCI6MTc0NDc5MjE0MX0.WyF05W1xIXKGGtOdk4JDmdR-f4T9i_tsLvi-anFXzYw,Short Stories of Pema Tseden (Chinese Edition),,239.0,2022-03-01,"['Arborist Merchandising Root', 'Self Service']",['Wanma Caidan'],Short Stories of Pema Tseden (Chinese Edition),9787521736779,0.00,Hardcover,752173677X,752173677X,,,,,,,,,,1,,
9787521739336,CITIC Press Corporation,,zh,https://images.isbndb.com/covers/2739223484866.jpg,https://images.isbndb.com/covers/original/2739223484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDIsImlhdCI6MTc0NDc5MjE0Mn0.-9q3Rt_jBhBM7TQ7YgUn9U6xznoteMucZXIYxHledyk,Notes of Hai Cuo Tu (4)(Hardcvoer) (Chinese Edition),,254.0,2023-03-01,['Subjects'],['Zhang Chenliang'],Notes of Hai Cuo Tu (4)(Hardcvoer) (Chinese Edition),9787521739336,0.00,Hardcover,7521739337,7521739337,,,,,,,,,,First Edition,,
9787521739824,CITIC Press Corporation,,zh,https://images.isbndb.com/covers/2744103484866.jpg,https://images.isbndb.com/covers/original/2744103484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDQsImlhdCI6MTc0NDc5MjE0NH0.DA0E1G1HroaURHFRn5GOeJHHr8yHgsjjc2bn9ZsqIlM,马克洛尔的奇遇与厄运(精),,,2022,['Subjects'],['(哥伦比亚)阿尔瓦罗·穆蒂斯'],马克洛尔的奇遇与厄运(精),9787521739824,0.00,Hardcover,7521739825,7521739825,,,,,,,,,,,,
9787521740806,CITIC Press Corporation,,,https://images.isbndb.com/covers/2753923484866.jpg,https://images.isbndb.com/covers/original/2753923484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDUsImlhdCI6MTc0NDc5MjE0NX0.ebLvNUs9LXnUTAxWuMBjl2iYsXnWYM6aNevK0GwLtxw,犹在镜中(伯格曼电影随笔)(精),,,,"['Arborist Merchandising Root', 'Self Service']",,犹在镜中(伯格曼电影随笔)(精),9787521740806,0.00,Hardcover,7521740807,7521740807,,,,,,,,,,,,
9787521741230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787521743883,CITIC Press Corporation,"凯恩斯曾在20世纪30年代预言：到20世纪末,科技水平将足够进步,人们每周的工作时长会缩短至15小时。但如今,人们在工作上花费了更多时间。 你的工作对世界做出贡献了吗？2013年,大卫·格雷伯在《谈谈""狗屁工作""现象》一文中提出了这个尖锐的问题,在几周内收获了超过百万次的阅读点击,并被翻译成十几种语言。直到现在,它仍然是人们深切关注的议题。 是谁在创造这些毫无意义的工作？它是如何降低效率,阻碍个人价值的实现,加剧不公平的？在这本书中,作者以犀利的笔触,将自己的观察、研究与反思悉数呈现,剖析了困扰世人的当代社会病灶。",zh,https://images.isbndb.com/covers/2784693484866.jpg,https://images.isbndb.com/covers/original/2784693484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDgsImlhdCI6MTc0NDc5MjE0OH0.sBdONWx9AmdLqEE2fCabbhoYWjtnF77OfMYmNcNuEo4,Bullshit Jobs: A Theory (Chinese Edition),"Height: 0.787401574 Inches, Length: 7.086614166 Inches, Width: 9.448818888 Inches",375.0,2022-07-01,['Subjects'],['David Graeber'],Bullshit Jobs: A Theory (Chinese Edition),9787521743883,0.00,Paperback,7521743881,7521743881,,inches,7.086614166,inches,9.448818888,,,inches,0.787401574,First Edition,,
9787521749731,CITIC Press Corporation,Li Tang Zhu. 李唐著.,zh,https://images.isbndb.com/covers/2843173484866.jpg,https://images.isbndb.com/covers/original/2843173484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNDksImlhdCI6MTc0NDc5MjE0OX0.DxVbYk8dR9OaCnvkzc5pRZYJyKHclaIe1HeKgp-P90Q,上京 李唐著【官方包邮】黄锦树 阿乙力荐 十月文学奖得主《身外之海》作者突破之作 穿越和探索北京城 中信出版社图书正版,233 pages ; 21 cm.,240.0,2023,"['Arborist Merchandising Root', 'Self Service']",['李唐'],上京 李唐著【官方包邮】黄锦树 阿乙力荐 十月文学奖得主《身外之海》作者突破之作 穿越和探索北京城 中信出版社图书正版,9787521749731,0.00,Paperback,7521749731,7521749731,,,,,,,,,,1,,
9787521754896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787521758757,CITIC Press Corporation,,zh,https://images.isbndb.com/covers/2933433484866.jpg,https://images.isbndb.com/covers/original/2933433484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNTIsImlhdCI6MTc0NDc5MjE1Mn0.yctP-EhlJ0IAgTEoYwHMdTtBbcvh4CII3nkPSuJawq4,Man Under the Water (Chinese Edition),,258.0,2023,,['Lv Xiaoyu'],Man Under the Water (Chinese Edition),9787521758757,0.00,Paperback,7521758757,7521758757,,,,,,,,,,1,,
9787522505169,Jiuzhou Press,,zh,https://images.isbndb.com/covers/10397553484866.jpg,https://images.isbndb.com/covers/original/10397553484866.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNTMsImlhdCI6MTc0NDc5MjE1M30.i5VLLTcDs8F31QQBht3LgmZXuPV_0wgfqR27O34Ap9Y,Monster Anatomy (Chinese Edition),,280.0,2021,"['Arborist Merchandising Root', 'Self Service']",['Suehiro Tanemura'],Monster Anatomy (Chinese Edition),9787522505169,0.00,Paperback,752250516X,752250516X,,,,,,,,,,1,,
9787530219478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787530219850,北京十月文艺出版社,"正版授权 卖家 : Boolee 加微信[soweinc]每天分享好书,邀你加入国际微信群学习交流.微信好友低至5优惠 .<br/>书名:竹笑：同芥川龙之介东游<br/>简介:诗人柏桦全新诗集 探幽日式美学与文化 绘制“文本织锦” 直击“纯粹的美”<br/>作者:柏桦 著 ， 新经典 出品<br/>出版社:北京十月文艺出版社<br/>出版时间:2019年12月<br/>装订方式:精装<br/>分类:文学|中国现当代诗歌",zh,https://images.isbndb.com/covers/3286993484869.jpg,https://images.isbndb.com/covers/original/3286993484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNTYsImlhdCI6MTc0NDc5MjE1Nn0.67OOsCdnI8NPtl6EEK_tYFZbwMZv7oHU6-ZLRY0O_gk,竹笑(同芥川龙之介东游)(精),,,2019-12-01,['Subjects'],['柏桦 著 ， 新经典 出品'],竹笑(同芥川龙之介东游)(精),9787530219850,0.00,Hardcover,7530219855,7530219855,,,,,,,,,,Standard,,
9787530221174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787530221280,Beijing October literature and Arts Press,本书是一个盲女和一座城市的故事，银霞是天盲，但她一直坚信她曾经看见过这个世界，外物于她而言可感可触，是能够建立起来的实体。她聪慧、敏感，亦懂得洞察人心，她既愿意在家编织箩筐，也渴望融入外面的世界，她学象棋、上盲校，她在生来的困顿里劈开了一片天。在盲校里，她学会用盲文写信，也拥有了炙热的爱情，一切看似向美好的方向，殊不知黑暗已经降临。,zh,https://images.isbndb.com/covers/3301293484869.jpg,https://images.isbndb.com/covers/original/3301293484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNTgsImlhdCI6MTc0NDc5MjE1OH0.kwARxhTmp9c-FbjUN7Lri2VhkYTIzq1O2MGhRMUroxo,流俗地(精),weight: 671 g,,2021-04-01,['Subjects'],['(马来)黎紫书'],流俗地(精),9787530221280,0.00,Hardcover,7530221280,7530221280,,,,,,g,671.0,,,Standard,,
9787530222294,Beijing October literature and Arts Press,"Jiu Bie Chong Feng Shi Yi Bu Zi Zhaun Ti Chang Pian, Shi Zuo Zhe Fan Yusu Biao Shi Yi Sheng Zhi Da Suan Chu Ban Yi Bu De Du Te Zuo Pin. Xiao Shuo Zhong, Gen Ju Zi Shen Jing Li, Fan Yusu Su Zao Le Nu Zhu Jiao Fan Juren, Jiang Shu Le Fan Juren Zai Gu Xiang Cheng Zhang Yu Zai Beijing Piao Bo De Jian Xin Gu Shi. You Shi Shou Dao Chu Di Gui Shen Wen Hua De Shen Ke Ying Xiang, Fan Juren Dui Yuan Zhong De Yi Ke Lao Sang Shu Chan Sheng Le Huan Xiang, Bing Wei Ci Ta Shang Le Yi Sheng De Xun Gen Xun Hun Zhi Lu. Xiao Shuo Zhong, Fan Yusu Cong Yi Ge Da Gong Nu Xing De Jiao Du Chu Fa, Jiang Ren Jian Leng Nuan Xie De Lin / Li / Jin / Zhi. Ta Lai Zi Xiang Cun, Que Mei You Le Gu Xiang, Ta Mei You Xue Li, Que Shi Du Shu He Xie Zuo Ru Sheng Ming. Ta Jian Xin Zi Ji De Xie Ye Zhong Liu Tang Zhe Diwang Jiang Xiang De Gu Qi, Yin'er Bu Zai Hu Zi Ji Jin Sheng De Bei Wei. Ta Dui Yu Lao Sang Shu, Jia Zu Xie Mai Deng Shi Wu De Qi Huan Xiang Xiang Wei Xiao Shuo Zeng Tian Le Yi Mo Bie Ju Jiang Xin De Shen Mi Se Cai: Xiang Yu Yu Ji De Shen Ying Yu Xiang Cun Xiao Min De Shen Ying Die Jia, Liang Man De Chu Di Chuan Shuo Yu Beijing Pi Cun De Hong Chen Yan Huo Jiao Cuo. Zhe Zhu Ding Shi Yi Bu Wu Fa Bei Ding Yi De Zuo Pin. Fan Yusu Zhu. 范雨素著. 『《久别重逢》是一部自传体长篇小说，是作者范雨素表示一生只打算出版一部的独特作品。小说中，根据自身经历，范雨素塑造了女主角范菊人，讲述了范菊人在故乡成长与在北京漂泊的艰辛故事. 幼时受到楚地鬼神文化的深刻影响，范菊人对院中的一棵老桑树产生了幻想，并为此踏上了一生的寻根寻魂之旅. 小说中，范雨素从一个打工女性的角度出发，将人间冷暖写得淋/漓/尽/致. 她来自乡村，却没有了故乡，她没有学历，却视读书和写作如生命. 她坚信自己的血液中流淌着帝王将相的骨气，因而不在乎自己今生的卑微. 她对于老桑树、家族血脉等事物的奇幻想象为小说增添了一抹别具匠心的神秘色彩：项羽虞姬的身影与乡村小民的身影叠加，浪漫的楚地传说与北京皮村的红尘烟火交错. 这注定是一部无法被定义的作品.』",zh,https://images.isbndb.com/covers/3311433484869.jpg,https://images.isbndb.com/covers/original/3311433484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNjAsImlhdCI6MTc0NDc5MjE2MH0.8lf5GnZ0o1pYGvCAK_9RQufTh8n_WvlYBGorOvSUX-A,Long Time No See (Chinese Edition),296 pages ; 19 cm,320.0,2022-11-01,"['Arborist Merchandising Root', 'Self Service']",['Fan Yusu'],Long Time No See (Chinese Edition),9787530222294,0.00,Paperback,7530222295,7530222295,,,,,,,,,,1,,
9787530678787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787530678886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787530751152,Newbuds Press,"Havel gets a magic mirror which can predict the future from a mysterious grandpa. Through the mirror he predicts a lot of things, but it is also because of the mirror he relaxes his learning, as a result he got a zero in the exam. Later, grandpa told him: magic mirror can only reflect the future, but one's future still have to fight by oneself......",zh,https://images.isbndb.com/covers/8600013484869.jpg,https://images.isbndb.com/covers/original/8600013484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNjMsImlhdCI6MTc0NDc5MjE2M30.LE5CvZLGcrLjMViU6y3gejqRDcMujAi-mOFKWHH08a0,国际大奖小说(套装共7册),,199.0,2011,"[""Children's Books""]",['[xi ]huo er di sai la li ang yi fa bu la'],国际大奖小说(套装共7册),9787530751152,0.00,Paperback Shinsho,7530751158,7530751158,,,,,,,,,,,,
9787531728979,North literature and Art Press,,zh,https://images.isbndb.com/covers/18378283484869.jpg,https://images.isbndb.com/covers/original/18378283484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNjUsImlhdCI6MTc0NDc5MjE2NX0.xB2YHGBffbYs8XuucsWLgfKksCTYRzvRi-raq7SsRdk,The Travels of Lao Tsan (The Full Collectors Edition) (Chinese Edition),,180.0,2013-01-01,"['Travel', 'Asia', 'China']",['(Qing)Liu E'],The Travels of Lao Tsan (The Full Collectors Edition) (Chinese Edition),9787531728979,0.00,Paperback,7531728974,7531728974,,,,,,,,,,,,
9787531728986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787531730354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787531757573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787532163465,Shanghai literature and Art Publishing House,"On the way to the hospital, Yang Wei finds that his former experiences in hospital is a process of virtual treatment , the aim of which is for exorcism-his pain is the implanted ""demon"" by foes in new World War. He makes friends with new patients and doctors to see the way of exorcism with them. At this moment, the hospital is controlled by algorithm and doctors are not trusted. In the whole solar system, algorithm constructs to establish defensive system-field hospital and transforms time and space into hospital. Doctors seek its defects and try to re-grasp control. They make universal treatment machine to defeat their foes. Finally, the hospital ship gets out of control. Perhaps foes or demon come from inside...",zh,https://images.isbndb.com/covers/22723143484869.jpg,https://images.isbndb.com/covers/original/22723143484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzAsImlhdCI6MTc0NDc5MjE3MH0.mMxhUYL6cOULx0MXEJsD7OoHpcoKX3JsFcgHwf8p-nk,Exorcism (Chinese Edition),"4, 271 pages ; 21 cm",271.0,2017,"['Arborist Merchandising Root', 'Self Service']",['Han Song'],Exorcism (Chinese Edition),9787532163465,0.00,Paperback,7532163466,7532163466,,,,,,,,,,1,,
9787532174331,上海文艺出版社,"正版授权 卖家 : Boolee 加微信[soweinc]每天分享好书,邀你加入国际微信群学习交流.微信好友低至5优惠 .<br/>书名:单读23：破碎之家?法国文学特辑（单读）<br/>简介:从一个个家庭的裂缝中，窥见： 工人阶级的衰落、国家权力的扩散、恐怖主义的阴影、现代困境的侵蚀……<br/>作者:吴琦 编<br/>出版社:上海文艺出版社<br/>出版时间:2020年01月<br/>装订方式:平装-胶订<br/>分类:文学|文集",zh,https://images.isbndb.com/covers/22831803484869.jpg,https://images.isbndb.com/covers/original/22831803484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzIsImlhdCI6MTc0NDc5MjE3Mn0.a0QbzU24stOap36zB18BLqtYsne2wSA7Fhe2GzwGKLA,破碎之家(法国文学特辑)/单读,,,2020-01-01,['Subjects'],['吴琦 编'],破碎之家(法国文学特辑)/单读,9787532174331,0.00,Paperback,7532174336,7532174336,,,,,,,,,,Standard,,
9787532177677,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22865263484869.jpg,https://images.isbndb.com/covers/original/22865263484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzMsImlhdCI6MTc0NDc5MjE3M30.uwPBdArN5_vkfnhkEe8E86aIrg_EN7FJ4U2wHfn7m9c,时间的仆人,,,2020-09-01,['Subjects'],['蒯乐昊'],时间的仆人,9787532177677,0.00,Paperback,753217767X,753217767X,,,,,,,,,,,,
9787532178094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787532179084,Shanghai Literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22879333484869.jpg,https://images.isbndb.com/covers/original/22879333484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzYsImlhdCI6MTc0NDc5MjE3Nn0.qoK6sfgEtx8SSEE9VgZgOG0tpYmiIFOmc9ps-9H_FxM,北方厨房(一个家庭的烹饪史)(精),,,2021-08-01,['Subjects'],['JIANG YUN'],北方厨房(一个家庭的烹饪史)(精),9787532179084,0.00,Hardcover,7532179087,7532179087,,,,,,,,,,,,
9787532179251,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22881003484869.jpg,https://images.isbndb.com/covers/original/22881003484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzcsImlhdCI6MTc0NDc5MjE3N30.7ToQorhO-9pQgUINJyPBcbppSiB4bYNqj8MQeyb1Vvk,True Stories (Chinese Edition),,360.0,2021-04-01,['Subjects'],['Wu Qi'],True Stories (Chinese Edition),9787532179251,0.00,Paperback,7532179257,7532179257,,,,,,,,,,First Edition,,
9787532180110,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22889593484869.jpg,https://images.isbndb.com/covers/original/22889593484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzNzgsImlhdCI6MTc0NDc5MjE3OH0.OWJzMNmaifddl_HfWcUH9Niv6JMy4cEZlZBtDjKRBsU,竟然是真的,,,2021-08-01,['Subjects'],['刘天昭'],竟然是真的,9787532180110,0.00,Paperback,7532180115,7532180115,,,,,,,,,,,,
9787532180141,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22889903484869.jpg,https://images.isbndb.com/covers/original/22889903484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODAsImlhdCI6MTc0NDc5MjE4MH0.WgyxH-7g3F58B46b2Vc-dL7v26HxWfKxsqF4rcmvxbc,A Map of Tide (Hardcover) (Chinese Edition),,282.0,2021-12-01,['Subjects'],['Lin Zhao'],A Map of Tide (Hardcover) (Chinese Edition),9787532180141,0.00,Hardcover,753218014X,753218014X,,,,,,,,,,First Edition,,
9787532180295,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22891443484869.jpg,https://images.isbndb.com/covers/original/22891443484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODEsImlhdCI6MTc0NDc5MjE4MX0.D1oE__mHWSBOYHk_ckY0BOKzdp3NobiD6LigsWMF3-s,LIMA DREAM,,238.0,2021-08-01,['Subjects'],['吕晓宇'],LIMA DREAM,9787532180295,0.00,Paperback,7532180298,7532180298,,,,,,,,,,,,
9787532180486,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22893353484869.jpg,https://images.isbndb.com/covers/original/22893353484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODMsImlhdCI6MTc0NDc5MjE4M30.DMs4moi0g4Hqb-Q-6PY5JzDUbGlLkwo7-kOZyqYCK1M,The Skin of Our Teeth:New Fiction 2021 (Chinese Edition),,374.0,2021,"['Arborist Merchandising Root', 'Self Service']",['Wu Qi'],The Skin of Our Teeth:New Fiction 2021 (Chinese Edition),9787532180486,0.00,Paperback,7532180484,7532180484,,,,,,,,,,1,,
9787532180523,Shanghai Literature and Art Publishing House,Zhang Dinghao Zhu. Ben Shu Wei Shanghai Wen Hua Fa Zhan Ji Jin Hui 2021 Nian Du Wen Hua Yi Shu Zi Zhu Xiang Mu. Ben Shu Shi Zhang Dinghao 2015 Nian Chu Ban De Shou Bu Wen Lun Ji 'pi Ping De Zhun Bei' De Zui Xin Xiu Ding Ban--page 4 Of Cover. Includes Bibliographical References. 张定浩著. 本书为上海文化发展基金会2021年度文化艺术资助项目. 本书是张定浩2015年出版的首部文论集《批评的准备》的最新修订版--page 4 Of Cover.,zh,https://images.isbndb.com/covers/22893723484869.jpg,https://images.isbndb.com/covers/original/22893723484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODQsImlhdCI6MTc0NDc5MjE4NH0.DnAGNgabzEwxysKeoTq5ro5syDQmf6ry-0Q7H6uyVNE,批评的准备及其他(精),"ii, 372 pages ; 19 cm.",,2022,"['Arborist Merchandising Root', 'Self Service']",['Zhang Ding Hao'],批评的准备及其他(精),9787532180523,0.00,Hardcover,7532180522,7532180522,,,,,,,,,,,,
9787532181353,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22902023484869.jpg,https://images.isbndb.com/covers/original/22902023484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODUsImlhdCI6MTc0NDc5MjE4NX0.VSvzb8Ry8Y7cKLKfk1T1BTDFYACG5KJ8jh-AqC7kAXg,The Way Spring Comes (Chinese Edition),,378.0,2022-01-01,['Subjects'],['Weixiangwenhua'],The Way Spring Comes (Chinese Edition),9787532181353,0.00,Paperback,7532181359,7532181359,,,,,,,,,,First Edition,,
9787532181971,Shanghai literature and Art Publishing House,Zhou Wanjing Zhu. Short Stories. 周婉京著.,zh,https://images.isbndb.com/covers/22908203484869.jpg,https://images.isbndb.com/covers/original/22908203484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODcsImlhdCI6MTc0NDc5MjE4N30.JWbsQRn8OHZgZe3hgNXEHVmyM0woVW1JaduciWV4Zts,Short Stories of Zhou Wanjing (Chinese Edition),"11, 319 pages ; 19 cm.",319.0,2022-05-01,"['Arborist Merchandising Root', 'Self Service']",['Zhou Wanjing'],Short Stories of Zhou Wanjing (Chinese Edition),9787532181971,0.00,Paperback,7532181979,7532181979,,,,,,,,,,1,,
9787532183029,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22918783484869.jpg,https://images.isbndb.com/covers/original/22918783484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODgsImlhdCI6MTc0NDc5MjE4OH0.KSi4_Lx48vBeA0tGG_BePldGjZ_0242zFmE_GsekcbY,All-nighters Club (Chinese Edition),,384.0,2022-10-01,"['Arborist Merchandising Root', 'Self Service']",['A Yi'],All-nighters Club (Chinese Edition),9787532183029,0.00,Paperback,7532183025,7532183025,,,,,,,,,,1,,
9787532183418,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22922673484869.jpg,https://images.isbndb.com/covers/original/22922673484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzODksImlhdCI6MTc0NDc5MjE4OX0.iNlVrHWqQrAUc0I9l6vDgGSv_VVXi0eJV-Uvx6ksrfE,I Fear Life (5 Volumes) (Chinese Edition),,1464.0,2022,,['Li Jing'],I Fear Life (5 Volumes) (Chinese Edition),9787532183418,0.00,Paperback,7532183416,7532183416,,,,,,,,,,1,,
9787532183425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787532183654,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22925033484869.jpg,https://images.isbndb.com/covers/original/22925033484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzOTIsImlhdCI6MTc0NDc5MjE5Mn0.pzuUqd23KPipaLJ4qpUoMGo705WVcm4MPiXY3cRlPqE,A Slower Pace (Chinese Edition),,331.0,2022-11-01,['Subjects'],['Ban Yu'],A Slower Pace (Chinese Edition),9787532183654,0.00,Hardcover,7532183653,7532183653,,,,,,,,,,First Edition,,
9787532184422,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22932713484869.jpg,https://images.isbndb.com/covers/original/22932713484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzOTMsImlhdCI6MTc0NDc5MjE5M30.2JVpzsaz-XM8VEsT6ViChw9h_H98Co7nLsLkxaJS3hA,The Serpentine Band and Other Stories (Chinese Edition),"Height: 0.7874 inches, Length: 8.2677 inches, Width: 5.5118 inches",394.0,2023,"['Arborist Merchandising Root', 'Self Service']",['Mu Ming'],The Serpentine Band and Other Stories (Chinese Edition),9787532184422,0.00,Paperback,7532184420,7532184420,,inches,8.2677,inches,5.5118,,,inches,0.7874,,,
9787532184682,Shanghai Literature and Art Publishing House,Language:Chinese.paperback.Pub Date:2022-12-01.publisher:Shanghai Literature and Art Publishing House.description:Paperback. Pub Date: 2022-12-01 Publisher: The 32nd series Single Reading of Shanghai Literature and Art Publishing House restarts the journey of world literature. After Australia. Britain. and France. it comes to Ireland. which has a rich literary t,zh,https://images.isbndb.com/covers/22935313484869.jpg,https://images.isbndb.com/covers/original/22935313484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzOTUsImlhdCI6MTc0NDc5MjE5NX0.THkvJOhlzcDg4uDQ9XXWbERBgL-48By80f9zZRl9ZIM,Single Reading 32Looking for the Lifeboat: A Special Collection of Irish Literature(Chinese Edition),,,2022,"['Arborist Merchandising Root', 'Self Service']",['WU QI'],Single Reading 32Looking for the Lifeboat: A Special Collection of Irish Literature(Chinese Edition),9787532184682,0.00,Paperback,7532184684,7532184684,,,,,,,,,,,,
9787532184774,Shanghai literature and Art Publishing House,,zh,https://images.isbndb.com/covers/22936233484869.jpg,https://images.isbndb.com/covers/original/22936233484869.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTkzOTYsImlhdCI6MTc0NDc5MjE5Nn0.jPWCjFXnhT3-g5q5rvUVttT3wnF2JXhwBQCtqUKrVVs,堂吉诃德的眼镜(小说细读12讲),,,2022-10-01,"['Arborist Merchandising Root', 'Self Service']",['张秋子'],堂吉诃德的眼镜(小说细读12讲),9787532184774,0.00,Paperback,7532184773,7532184773,,,,,,,,,,,,
9787532185214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787532185672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
