"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZGWXJGQX","book","2020","(奥)埃尔弗里德·耶利内克著 ; 余匡复译.; (奥) 耶利内克, 埃尔弗里德.; 余匡复.","米夏埃尔","","978-7-02-016049-5","","","","","2020","2025-04-21 01:43:23","2025-04-21 01:43:23","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1453886617","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2H5X9WD","book","2021","(尼日利)奇玛曼达·恩戈兹·阿迪契(Chimamanda Ngozi Adichie)著 ; 文敏译.; (尼日利) 阿迪契 (1977-); 文敏.","绕颈之物 The thing around your neck","","978-7-02-016061-7","","","","本书是阿迪契2009年出版的短篇小说集,共收录了12个以移民和家园为主题的故事。从描述移居美国的尼日利亚人憧憬和失落的《赝品》《婚事》《绕颈之物》,到讲述尼日利亚现实创痛的《一号牢房》《个人感受》,以及反映尼日利亚传统和现代矛盾的《固执的历史学家》《过不了明天》等。阿迪契以精彩的故事呈现了新旧世界之间的尖锐对峙,对其中的个体而言,记忆、语言、身体等,都变成了每个人必须要面对的战场","2021","2025-04-21 01:43:24","2025-04-21 01:43:24","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1453889584","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTC2UJLT","book","2021","A yi","Zhou yu","","978-7-02-016574-2","","","","Ben shu shou lu< qing ren jie bao zha an>< chun tian>< ba he> san bu zuo pin ; 本书收录<情人节爆炸案><春天><巴赫>三部作品","2021","2025-04-21 01:43:35","2025-04-21 01:43:35","","","","","","","","","Zhong guo duan jing dian","","","","Ren min wen xue chu ban she","Bei jing","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33MPLK3W","book","2021","(法)亨利·米肖著 ; 王佳玘译.; (法) 米肖, 亨利.; 王佳玘.","内心的远方","","978-7-02-016668-8","","","","","2021","2025-04-21 01:43:47","2025-04-21 01:43:47","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1455847143","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M42GQ9KR","book","2021","理查德・布劳提根 (Richard Brautigan) 著 ; 王伟庆 译.; Brautigan, Richard","在西瓜糖里 = In watermelon sugar","","978-7-02-016869-9","","","","","2021","2025-04-21 01:43:58","2025-04-21 01:43:58","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1349880224","","","","","","","","王伟庆","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCZ2AMCT","book","2018","(以)亚伯拉罕·耶霍舒亚(A. B. Yehoshua)著;张洪凌,汪晓涛译; 耶霍舒亚 Yehoshua,A.B. 1936-.; 张洪凌; 汪晓涛","诗人继续沉默 = The continuing silence of a poet","","978-7-02-016913-9","","","","本书收录了亚伯拉罕·耶霍舒亚的十二个中短篇小说,包括《诗人继续沉默》《与小雅利的三日》《漫长而炎热的一天,他的绝望,妻子和女儿》《雅达尔夜行快车》《佳莉娅的婚礼》《洪峰》等","2018","2025-04-21 01:44:10","2025-04-21 01:44:10","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1343568114","","","","","","","","","张洪凌; 汪晓涛","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CK8HFT6","book","2022","(韩) 金爱烂 著 ; 徐丽红 译.; 김 애란, 1980- author","滔滔生活","","978-7-02-017176-7","","","","","2022","2025-04-21 01:44:22","2025-04-21 01:44:22","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1422062082","","","","","","","","徐丽红","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7I7QJHY","book","2022","张怡微.; 张怡微, 1987- author","四合如意","","978-7-02-017197-2","","","","","2022","2025-04-21 01:44:34","2025-04-21 01:44:34","","","","","","","","","","","","","人民文学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1346126789","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MS3IMPAI","book","2022","王梆著.; 王梆 (Novelist), author","假装在西贡 = Journey to absence","","978-7-02-017237-5","","","","","2022","2025-04-21 01:44:36","2025-04-21 01:44:36","","","","","","","","","","","","","人民文学出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1348626949","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY5NELUD","book","2022","[意] 埃莱娜 费兰特 著 ; 陈英 译 = L'amore molesto / Elena Ferrante; Ferrante, Elena","烦人的爱","","978-7-02-017478-2","","","","","2022","2025-04-21 01:44:47","2025-04-21 01:44:47","","","","","","","","","","","","","人民文学出版社","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1372584606","","","","","","","","陈英","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAK5CLD5","book","2015","《中国古脊椎动物志》编辑委员会主编 = Palaeovertebrata Sinica / Editorial Committee of Palaeovertebrata Sinica","中国古脊椎动物志","","978-7-03-042610-9","","","","","2015","2025-04-21 01:44:49","2025-04-21 01:44:49","","","","","","","","","","","","","科学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1033768866","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UD3FZR7","book","2015","《中国古脊椎动物志》编辑委员会主编 = Palaeovertebrata Sinica / Editorial Committee of Palaeovertebrata Sinica","中国古脊椎动物志","","978-7-03-044776-0","","","","本书是对2013年以前在中国发现并已发表的恐龙蛋类化石材料的系统厘定总结.书中包括13蛋科29蛋属65蛋种.每个蛋属, 蛋种均有鉴别特征, 产地与层位.在蛋科这一分类阶元中并有概述, 对该阶元的研究现状, 存在问题等做了综述.在所有阶元的记述之后附有评注, 为编者在编写过程中对发现的问题或编者对该阶元新认识的阐述.书中附有104张化石照片及插图","2015","2025-04-21 01:44:50","2025-04-21 01:44:50","","","","","","","","","","","","","科学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 905165317","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPA7C6RC","book","2021","邱占祥主编;陈冠芳等编著;<中国古脊椎动物志>编辑委员会主编; 邱占祥; 陈冠芳","中国古脊椎动物志 = Palaeovertebrata sinica / 第三卷 第十册(总第二十三册) Volume Ⅲ Fascicle 10 (Serial no. 23), 基干下孔类 哺乳类蹄兔目 长鼻目等Basal synapsids and mammalsHyracoidea, proboscidea, etc","","978-7-03-069173-6","","","","本册志书是对2017年以前在中国 (台湾资料暂缺) 发现并已发表的长鼻目,蹄兔目以及鳞甲目9科22属64种化石材料的系统厘定与总结.每个属,种均有鉴别特征,产地与层位.在科级及以上的阶元中并有概述,对该阶元当前的研究现状,存在问题等做了综述.在所有阶元的记述之后通常有一评注,为编者在编写过程中对发现的问题或编者对该阶元新认识的阐述.书中附有133张化石照片及插图","2021","2025-04-21 01:45:02","2025-04-21 01:45:02","","","","","","","","","","","","","科学出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1336377026","","","","","","","","","邱占祥; 陈冠芳","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQ4XD3A4","book","","Milton, John; wu zhi chun; Milton, John","lun chu ban zi you","","978-7-100-00639-2","","","","","","2025-04-21 01:45:03","2025-04-21 01:45:03","","","54","","","","","","汉译世界学术名著丛书","","","","","bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DP5A8XF9","book","2003","理查德・罗蒂著 ; 徐文瑞译.; Rorty, Richard","偶然, 反讽与团结","","978-7-100-03704-4","","","","Ben shu shi dang jin ying yu zhe xue jie zui ju ying xiang li de zhe xue jia zhi yi de li cha de, luo di de xin shi yong zhu yi zhu zuo. ben shu cong chuan tong zhe xue qi tu jie he gong gong ling yu yu si ren ling yu de wen ti xing chu fa, zhi chu xi fang chuan tong shang yi zhi xiang yao li yong chao li shi de pu bian ren xing de guan nian, jiang gong gong de zheng yi he si ren de wan mei jie he qi lai","2003","2025-04-21 01:45:05","2025-04-21 01:45:05","","","","","","","","","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 55894743","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XX9PAJ39","book","2010","(法) 莫里斯·梅洛-庞蒂著 ; 杨大春, 张尧均译.; Merleau-Ponty, Maurice","行为的结构 = La stucture du comportement","","978-7-100-07030-0","","","","","2010","2025-04-21 01:45:06","2025-04-21 01:45:06","","","","","","","","","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1105078709","","","","","","","","杨大春; 张尧均","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9SJFA28","book","2015","(俄)契诃夫著 ; 童道明译著.; 契诃夫; 童道明","可爱的契诃夫","","978-7-100-10627-6","","","","本书共收录契诃夫最具趣味及阅读价值的两百多封书信, 包括契诃夫与俄罗斯文艺界巨擘托尔斯泰, 高尔基, 柴可夫斯基, 蒲宁等的交往, 罕见的写给妻子克尼碧尔的情书等","2015","2025-04-21 01:45:18","2025-04-21 01:45:18","","","","","","","","","","","","","商务印书馆","Bei jing","chi","","","","","Open WorldCat","","OCLC: 917884098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BZ65U3G","book","2016","(法)梅洛-庞蒂著;罗国祥译.; 梅洛-庞蒂 Mreleau-Ponty, Maurice 1908-1961; 罗国祥","可见的与不可见的","","978-7-100-12846-9","","","","本书内容包括:哲学研究,反思与探究,探究与辩证法,探究与直觉,交错与交织等","2016","2025-04-21 01:45:29","2025-04-21 01:45:29","","","","","","","","","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1052494875","","","","","","","","","罗国祥","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWXLPD4X","book","2018","(清)蒲松龄著.; 蒲松龄 (1640-1715)","聊斋志异","","978-7-100-13901-4","","","","本书收录了<劳山道士><娇娜><王成><青凤><画皮><红玉><青梅><公孙九娘>等作品","2018-10","2025-04-21 01:45:41","2025-04-21 01:45:41","","","","","","","","","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1164826793","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
